no,customer_id,name,contact,join_date,tag_row,tag_customer_id,tag_name,tag_contact,tag_join_date
6752,5190,Lisa Hurst,-(03)-2233-4124,2013-08-04,,nonunique,type1,imprecise,type1
6753,5191,Katherine Powell,(07)55805623,16-08-27,,,type1,imprecise,type2
6754,5193,"Fitzgerald, Hannah",+61-(02)-6905-6907,15-04-17,,,type2,type 2.2.2,type2
6755,5194,Wayne Thompson,61-(03)-8525-9175,13-11-11,,,type1,type 2.2.1,type2
6756,5195,William Flores,-(08)-880-207,08/08/10,,,type1,imprecise,type4
6757,5196,John Gutierrez,+61-(07)-2274-925,03/05/13,,,type1,imprecise,type4
6758,5197,Jessica Keller,6102380681,2010/01/,Duplicated,,type1,imprecise,imprecise
6759,5197,"Lin, Patrick",+61(04)60036007,12-10-21,Duplicated,,type2,type 1.2.2,type2
6760,5197,Jessica Keller,6102380681,2010/01/,Duplicated,,type1,imprecise,imprecise
6761,5197,"Lin, Patrick",+61(04)60036007,12-10-21,Duplicated,,type2,type 1.2.2,type2
6762,5199,Dana Dillon,(08)74852235,07/15/17,Duplicated,,type1,imprecise,type4
6763,5199,Dana Dillon,(08)74852235,07/15/17,Duplicated,,type1,imprecise,type4
6764,5200,William White,61-(03)-3582-9890,2015-05-16,,,type1,type 2.2.1,type1
6765,5201,"Thomas, Jose",(08)20795798,01/19/10,,,type2,imprecise,type4
6766,5202,Diana Kennedy,61-(03)-9636-3189,2013/06/,,,type1,type 2.2.1,imprecise
6767,5203,"Hartman, Carolyn",+61-(02)-8542-2813,2012/07/,,nonunique,type2,type 2.2.2,imprecise
6768,5203,Todd George,-(07)-3087-2968,12-05-03,,nonunique,type1,imprecise,type2
6769,5205,"Cruz, Scott",+61-08-6418-4835,2014-09-28,,nonunique,type2,type 2.1.2,type1
6770,5205,Jordan Barnes,+61-07-3431-4330,16-12-16,Duplicated,nonunique,type1,type 2.1.2,type2
6771,5205,Jordan Barnes,+61-07-3431-4330,16-12-16,Duplicated,nonunique,type1,type 2.1.2,type2
6772,5207,"Smith, Kimberly",+61-02-8958-1530,2014/08/,Duplicated,,type2,type 2.1.2,imprecise
6773,5207,"Smith, Kimberly",+61-02-8958-1530,2014/08/,Duplicated,,type2,type 2.1.2,imprecise
6774,5207,Joseph Brown,-(07)-7994-3867,02/05/16,Duplicated,,type1,imprecise,type4
6775,5207,Joseph Brown,-(07)-7994-3867,02/05/16,Duplicated,,type1,imprecise,type4
6776,5208,Charles Bryant,+61(07)52365833,09/21/17,,,type1,type 1.2.2,type4
6777,5209,James Castillo,+61(02)19458423,13-11-14,,,type1,type 1.2.2,type2
6778,5210,Aaron Harvey,77339588,05/03/11,,,type1,imprecise,type4
6779,5211,Gilbert Sullivan,372374873,18-06-19 Tue,Duplicated,,type1,imprecise,type3
6780,5211,Gilbert Sullivan,372374873,18-06-19 Tue,Duplicated,,type1,imprecise,type3
6781,5213,Jennifer Hughes,+61-08-8934-7122,08/11/14,,,type1,type 2.1.2,type4
6782,5214,John Smith,+61-(02)-5328-4121,2011/09/,,,type1,type 2.2.2,imprecise
6783,5215,Cynthia Romero,61-(02)-9864-3009,11-01-18 Tue,Duplicated,,type1,type 2.2.1,type3
6784,5215,Tyler Stewart,76948632,2015/04/,Duplicated,,type1,imprecise,imprecise
6785,5215,Cynthia Romero,61-(02)-9864-3009,11-01-18 Tue,Duplicated,,type1,type 2.2.1,type3
6786,5215,Tyler Stewart,76948632,2015/04/,Duplicated,,type1,imprecise,imprecise
6787,5216,Andrew Garcia,-(04)-946-6491,2015-10-04,Duplicated,,type1,imprecise,type1
6788,5216,Andrew Garcia,-(04)-946-6491,2015-10-04,Duplicated,,type1,imprecise,type1
6789,5216,Andrew Garcia,-(04)-946-6491,2015-10-04,Duplicated,,type1,imprecise,type1
6790,5217,Lisa Cook,61072976246,2016-06-11,,,type1,imprecise,type1
6791,5219,Steven Thompson,610316445710,2018/10/,,,type1,type 1.1.1,imprecise
6792,5220,Alexis Cooper,+61-(08)-5431-9946,2016/09/,,,type1,type 2.2.2,imprecise
6793,5221,Jonathan Acosta,(07)16634719,15-11-28,Duplicated,,type1,imprecise,type2
6794,5221,Jonathan Acosta,(07)16634719,15-11-28,Duplicated,,type1,imprecise,type2
6795,5222,Ronald Butler,610287911206,15-01-11,,,type1,type 1.1.2,type2
6796,5223,Christopher Carter,+61-(08)-2030-6483,2011/09/,,nonunique,type1,type 2.2.2,imprecise
6797,5223,"Lewis, Heidi",61-04-4942-3381,2018-08-29,,nonunique,type2,type 2.1.1,type1
6798,5225,Virginia Burke,610888465995,15-04-25,,nonunique,type1,type 1.1.1,type2
6799,5225,Larry Howard,610478904156,09/22/13,,nonunique,type1,type 1.1.2,type4
6800,5226,Sarah Luna,+61(07)11647988,2010-07-16,,,type1,type 1.2.2,type1
6801,5228,Stephanie Nicholson,(07)36923483,2012-04-26,,,type1,imprecise,type1
6802,5229,Lisa Bond,+61(03)61573379,17-05-25 Thu,,,type1,type 1.2.2,type3
6803,5230,Melissa Brown,61-(02)-9310-6026,10/11/16,,,type1,type 2.2.1,type4
6804,5231,"Williams, Joseph",61(04)12725591,2011/07/,,,type2,type 1.2.1,imprecise
6805,5232,Kevin Potter,353437434,10-05-11,,nonunique,type1,imprecise,type2
6806,5232,Joy Hatfield,610778155578,2017-01-06,Duplicated,nonunique,type1,type 1.1.1,type1
6807,5232,Joy Hatfield,610778155578,2017-01-06,Duplicated,nonunique,type1,type 1.1.1,type1
6808,5233,John Smith,61-(02)-7625-2296,N/A,,,type1,type 2.2.1,missing
6809,5235,Cody Williams,897388886,2010-08-14,,,type1,imprecise,type1
6810,5236,"Alexander, Diane",-(08)-1569-5864,2014-12-24,,,type2,imprecise,type1
6811,5237,Gabriel Oneal,,03/03/11,,nonunique,type1,missing,type4
6812,5237,Angela Burns,+61(07)49274380,12-07-20 Fri,,nonunique,type1,type 1.2.2,type3
6813,5239,"Compton, Natalie",(04)8994588,11/30/12,Duplicated,,type2,imprecise,type4
6814,5239,"Compton, Natalie",(04)8994588,11/30/12,Duplicated,,type2,imprecise,type4
6815,5240,Robert Obrien,610867972452,06/20/15,Duplicated,nonunique,type1,type 1.1.1,type4
6816,5240,Robert Obrien,610867972452,06/20/15,Duplicated,nonunique,type1,type 1.1.1,type4
6817,5240,Timothy Gutierrez,+61-(07)-107-8471,2011-10-14,,nonunique,type1,imprecise,type1
6818,5241,Sheila Lopez,+61-07-8160-2718,2011/01/,,,type1,type 2.1.2,imprecise
6819,5242,Gina Casey,61-04-208-4884,2017/05/,,,type1,imprecise,imprecise
6820,5243,Matthew Ross,61-03-4515-4909,2012-09-22,,,type1,type 2.1.1,type1
6821,5245,Monica Nicholson,(07)39384160,N/A,,,type1,imprecise,missing
6822,5246,Michael Huffman,61-03-246-343,2012/10/,Duplicated,nonunique,type1,imprecise,imprecise
6823,5246,Michael Huffman,61-03-246-343,2012/10/,Duplicated,nonunique,type1,imprecise,imprecise
6824,5246,Anna Williams,+61-02-2677-5562,2012-02-23,,nonunique,type1,type 2.1.2,type1
6825,5248,Raymond Mcclain,+61-(04)-2603-8855,2011-08-17,,,type1,type 2.2.2,type1
6826,5249,Kevin Garcia,610872005792,07/25/15,,nonunique,type1,type 1.1.2,type4
6827,5249,"Bishop, Teresa",261816893,11/12/17,,nonunique,type2,imprecise,type4
6828,5251,"Williams, Madison",610368473667,2011/04/,Duplicated,,type2,type 1.1.1,imprecise
6829,5251,"Williams, Madison",610368473667,2011/04/,Duplicated,,type2,type 1.1.1,imprecise
6830,5251,"Williams, Madison",610368473667,2011/04/,Duplicated,,type2,type 1.1.1,imprecise
6831,5252,"Adams, Julie",(04)41337209,17-05-17 Wed,,,type2,imprecise,type3
6832,5253,Joshua Petty,N/A,10-12-09 Thu,,,type1,missing,type3
6833,5254,Christine Casey,+61-(08)-4708-9535,2012-08-17,,,type1,type 2.2.2,type1
6834,5255,Scott Copeland,610816325565,11-05-19 Thu,,,type1,type 1.1.2,type3
6835,5256,"Jones, Catherine",-(02)-1334-6683,2017/05/,,,type2,imprecise,imprecise
6836,5257,Tammy Davis,61(04)61522974,2012-01-13,,,type1,type 1.2.1,type1
6837,5258,Cynthia Hernandez,-08-5171-1028,2011-12-16,,,type1,imprecise,type1
6838,5259,Sara Douglas,610733294642,16-12-10 Sat,,,type1,type 1.1.1,type3
6839,5260,Adrienne Farrell,610282808448,16-07-07,Duplicated,,type1,type 1.1.2,type2
6840,5260,Adrienne Farrell,610282808448,16-07-07,Duplicated,,type1,type 1.1.2,type2
6841,5261,Amanda Le,777515657,2012-06-21,,,type1,imprecise,type1
6842,5262,George Hines,(02)20561789,11-01-17 Mon,Duplicated,,type1,imprecise,type3
6843,5262,George Hines,(02)20561789,11-01-17 Mon,Duplicated,,type1,imprecise,type3
6844,5262,George Hines,(02)20561789,11-01-17 Mon,Duplicated,,type1,imprecise,type3
6845,5263,Daniel Soto,61-08-6631-8948,17-03-03,,,type1,type 2.1.1,type2
6846,5264,Heather Long,61081403417,10-05-13 Thu,,nonunique,type1,imprecise,type3
6847,5264,Jason Carroll,610823414083,2013/12/,,nonunique,type1,type 1.1.2,imprecise
6848,5265,Jason Foley,610392873124,12-03-14 Wed,Duplicated,nonunique,type1,type 1.1.2,type3
6849,5265,"Blevins, Jamie",61-02-8480-7889,2010/01/,,nonunique,type2,type 2.1.1,imprecise
6850,5265,Jason Foley,610392873124,12-03-14 Wed,Duplicated,nonunique,type1,type 1.1.2,type3
6851,5268,Krystal Rodriguez,61-02-1733-1579,N/A,,nonunique,type1,type 2.1.1,missing
6852,5268,Brian Ellis,61-(08)-5523-5201,11-08-18,,nonunique,type1,type 2.2.1,type2
6853,5270,Anna Lopez,61(02)98388821,2012-10-23,,nonunique,type1,type 1.2.1,type1
6854,5270,Tina Young,61-02-6936-4876,06/04/11,,nonunique,type1,type 2.1.1,type4
6855,5272,Tyler Collins,+61-(07)-6773-8079,2015/10/,Duplicated,,type1,type 2.2.2,imprecise
6856,5272,Tyler Collins,+61-(07)-6773-8079,2015/10/,Duplicated,,type1,type 2.2.2,imprecise
6857,5273,Austin Hobbs,(08)80637536,06/29/10,Duplicated,nonunique,type1,imprecise,type4
6858,5273,Austin Hobbs,(08)80637536,06/29/10,Duplicated,nonunique,type1,imprecise,type4
6859,5273,Julie Love,857968061,2018/01/,,nonunique,type1,imprecise,imprecise
6860,5275,Julie Rowe,61(08)90751337,07/25/14,Duplicated,,type1,type 1.2.1,type4
6861,5275,Erin Kent,61(03)7669224,2010-02-08,Duplicated,,type1,imprecise,type1
6862,5275,Julie Rowe,61(08)90751337,07/25/14,Duplicated,,type1,type 1.2.1,type4
6863,5275,Erin Kent,61(03)7669224,2010-02-08,Duplicated,,type1,imprecise,type1
6864,5276,John Reed,+61(08)77907814,,Duplicated,,type1,type 1.2.2,missing
6865,5276,John Reed,+61(08)77907814,,Duplicated,,type1,type 1.2.2,missing
6866,5278,"Guzman, Tanya",61-03-5543-5804,11-01-20 Thu,,,type2,type 2.1.1,type3
6867,5279,"Ward, Michelle",61-07-4505-3170,14-08-28 Thu,,,type2,type 2.1.1,type3
6868,5280,David Schmidt,(07)35554,2017-05-13,,,type1,imprecise,type1
6869,5281,Rachel Johnson,-(08)-2633-6265,2012/11/,,,type1,imprecise,imprecise
6870,5282,"Cook, Chelsea",610287971692,2014-06-01,,,type2,type 1.1.1,type1
6871,5283,William Finley,61(02)2015915,2015/10/,,nonunique,type1,imprecise,imprecise
6872,5283,Desiree Lyons,-(02)-7637-4192,17-08-09,,nonunique,type1,imprecise,type2
6873,5285,John Miller,758819857,04/24/12,,nonunique,type1,imprecise,type4
6874,5285,Kathleen Taylor,(03)68091546,2017-03-03,,nonunique,type1,imprecise,type1
6875,5286,Kelly Brown,610719721275,09/17/11,,,type1,type 1.1.2,type4
6876,5288,Ann Moore,61(03)40229313,2017/09/,,nonunique,type1,type 1.2.1,imprecise
6877,5288,Ashley Mcdonald,790207381,14-10-23,,nonunique,type1,imprecise,type2
6878,5290,John Graham,610379792281,2010-01-22,,nonunique,type1,type 1.1.2,type1
6879,5290,Karen Chandler,+61-(07)-5273-8590,18-01-25 Thu,Duplicated,nonunique,type1,type 2.2.2,type3
6880,5290,Karen Chandler,+61-(07)-5273-8590,18-01-25 Thu,Duplicated,nonunique,type1,type 2.2.2,type3
6881,5292,Judy Raymond,857643588,2017/01/,,,type1,imprecise,imprecise
6882,5293,Christina Espinoza,61(07)2551717,12-08-08 Wed,,,type1,imprecise,type3
6883,5294,Karen Kerr,+61-(07)-7710-944,16-09-26,,,type1,imprecise,type2
6884,5295,Christopher Dixon,61-04-2971-368,,Duplicated,,type1,imprecise,missing
6885,5295,Christopher Dixon,61-04-2971-368,,Duplicated,,type1,imprecise,missing
6886,5296,Jennifer Macdonald,754489494,18-09-22,,nonunique,type1,imprecise,type2
6887,5296,Mary Jackson,610258438708,2016-08-15,,nonunique,type1,type 1.1.1,type1
6888,5298,Brett Zhang,61-03-5447-7149,07/17/13,,,type1,type 2.1.1,type4
6889,5299,Alicia Lam,-04-2316-283,05/19/10,Duplicated,nonunique,type1,imprecise,type4
6890,5299,Alicia Lam,-04-2316-283,05/19/10,Duplicated,nonunique,type1,imprecise,type4
6891,5299,James Gordon,24002693,08/22/13,,nonunique,type1,imprecise,type4
6892,5300,Karen Lee,61-07-7325-5518,2015-11-28,,,type1,type 2.1.1,type1
6893,5301,Denise Mccoy,+61(07)34524872,03/29/15,,nonunique,type1,type 1.2.2,type4
6894,5301,Paula Sellers,61-08-2373-4680,16-10-24,Duplicated,nonunique,type1,type 2.1.1,type2
6895,5301,Paula Sellers,61-08-2373-4680,16-10-24,Duplicated,nonunique,type1,type 2.1.1,type2
6896,5304,Oscar Martin,-02-4937-7360,2015/08/,,,type1,imprecise,imprecise
6897,5305,"Lucero, Bonnie",236924854,14-02-05 Wed,,nonunique,type2,imprecise,type3
6898,5305,Cassidy Peterson,+61-(02)-9547-9285,11-01-26 Wed,Duplicated,nonunique,type1,type 2.2.2,type3
6899,5305,Cassidy Peterson,+61-(02)-9547-9285,11-01-26 Wed,Duplicated,nonunique,type1,type 2.2.2,type3
6900,5307,Tiffany Garcia,61-03-9932-6625,07/12/15,,,type1,type 2.1.1,type4
6901,5308,Jason Wade,61-(04)-1367-2454,2016-03-17,,,type1,type 2.2.1,type1
6902,5309,"Baker, Chelsea",61(04)21655816,03/05/17,,,type2,type 1.2.1,type4
6903,5310,"Davis, Fred",828461819,03/17/14,,,type2,imprecise,type4
6904,5311,James Hernandez,-(04)-7308-9494,11-04-20 Wed,,,type1,imprecise,type3
6905,5312,"Taylor, Theresa",(04)7080856,17-06-07 Wed,,,type2,imprecise,type3
6906,5313,Mitchell Stanley,61028118584,2017-11-15,Duplicated,,type1,imprecise,type1
6907,5313,Mitchell Stanley,61028118584,2017-11-15,Duplicated,,type1,imprecise,type1
6908,5314,Michael Cox,61(02)62995244,06/22/13,,,type1,type 1.2.1,type4
6909,5315,Judy Ramirez,835857375,10-02-22,,,type1,imprecise,type2
6910,5316,"Warner, Paula",61023464587,01/11/17,Duplicated,nonunique,type2,imprecise,type4
6911,5316,Ashley Jennings,61(07)27165483,,,nonunique,type1,type 1.2.1,missing
6912,5316,"Warner, Paula",61023464587,01/11/17,Duplicated,nonunique,type2,imprecise,type4
6913,5317,Larry Patrick,61(02)34873099,01/10/13,,,type1,type 1.2.1,type4
6914,5319,Jennifer Ross,610839702775,2016/05/,,,type1,type 1.1.1,imprecise
6915,5320,David Adams,61(07)75461186,04/04/18,Duplicated,,type1,type 1.2.1,type4
6916,5320,David Adams,61(07)75461186,04/04/18,Duplicated,,type1,type 1.2.1,type4
6917,5321,"Bowen, Pamela",610862234588,07/20/12,,,type2,type 1.1.2,type4
6918,5322,"Wang, Andrew",61-04-3692-9732,18-06-10,,nonunique,type2,type 2.1.1,type2
6919,5322,"Smith, Nicole",(04)43676597,14-05-01,,nonunique,type2,imprecise,type2
6920,5324,Margaret West,610414838668,12/06/17,,,type1,type 1.1.2,type4
6921,5325,Keith Jennings,+61(03)47717898,2013-01-27,,,type1,type 1.2.2,type1
6922,5326,John Farley,610354052417,15-01-20,,,type1,type 1.1.2,type2
6923,5327,Lawrence Walker,(02)74302050,08/15/11,Duplicated,,type1,imprecise,type4
6924,5327,Lawrence Walker,(02)74302050,08/15/11,Duplicated,,type1,imprecise,type4
6925,5328,"Evans, Ronald",-08-6274-7092,2017-10-20,Duplicated,,type2,imprecise,type1
6926,5328,"Evans, Ronald",-08-6274-7092,2017-10-20,Duplicated,,type2,imprecise,type1
6927,5329,Debra Morris,61-04-2457-7551,2013/07/,,,type1,type 2.1.1,imprecise
6928,5330,Jill Pearson,61-(02)-6352-597,2017/05/,,,type1,imprecise,imprecise
6929,5331,"Vargas, Donald",61(07)59082346,11-11-02,,nonunique,type2,type 1.2.1,type2
6930,5331,Tasha Burns,+61-(03)-5346-7398,16-12-18,Duplicated,nonunique,type1,type 2.2.2,type2
6931,5331,Tasha Burns,+61-(03)-5346-7398,16-12-18,Duplicated,nonunique,type1,type 2.2.2,type2
6932,5333,Scott Clark,+61-03-8589-8291,10/18/16,,,type1,type 2.1.2,type4
6933,5334,Deborah Maxwell,+61(02)95206644,17-03-10,Duplicated,,type1,type 1.2.2,type2
6934,5334,Deborah Maxwell,+61(02)95206644,17-03-10,Duplicated,,type1,type 1.2.2,type2
6935,5335,Jessica Kennedy,61-02-589-3289,09/24/12,,,type1,imprecise,type4
6936,5336,"Frey, Cynthia",8810566,17-10-21,,,type2,imprecise,type2
6937,5337,Christopher Smith,(08)36453927,,,,type1,imprecise,missing
6938,5338,Megan Randolph,-08-3208-8465,18-02-05,,,type1,imprecise,type2
6939,5339,"Sutton, Erika",-08-9088-2426,2017-03-15,,nonunique,type2,imprecise,type1
6940,5339,Pamela Benitez,610790171551,10-06-01 Tue,,nonunique,type1,type 1.1.1,type3
6941,5339,Frank Butler,61(02)3298182,11-10-25 Tue,,nonunique,type1,imprecise,type3
6942,5342,Stacy Baker,61(03)79778683,,,,type1,type 1.2.1,missing
6943,5343,Thomas Briggs,610312061440,2015-09-24,Duplicated,,type1,type 1.1.2,type1
6944,5343,Thomas Briggs,610312061440,2015-09-24,Duplicated,,type1,type 1.1.2,type1
6945,5344,Natasha Burgess,-08-827-6062,14-07-09,,,type1,imprecise,type2
6946,5345,Troy Mills,-(08)-7206-7751,2013/11/,,,type1,imprecise,imprecise
6947,5346,"Brooks, Joshua",61(07)91055921,2017/11/,Duplicated,,type2,type 1.2.1,imprecise
6948,5346,"Brooks, Joshua",61(07)91055921,2017/11/,Duplicated,,type2,type 1.2.1,imprecise
6949,5347,"Dunlap, Craig",61-(02)-1661-1156,16-01-25 Mon,,,type2,type 2.2.1,type3
6950,5348,Michael Miller,610292405753,2011-06-14,Duplicated,,type1,type 1.1.2,type1
6951,5348,Michael Miller,610292405753,2011-06-14,Duplicated,,type1,type 1.1.2,type1
6952,5349,Tammy Davis,61(08)2806376,18-05-28 Mon,,,type1,imprecise,type3
6953,5350,"Patton, Patricia",-(08)-4701-8287,16-10-14 Fri,,,type2,imprecise,type3
6954,5351,Kristy Oconnor,(04)5213453,2011/03/,,,type1,imprecise,imprecise
6955,5352,Brenda Campbell,+61-02-4125-4874,2011-10-16,,,type1,type 2.1.2,type1
6956,5353,Rebecca Jones,-(02)-4205-9543,,,,type1,imprecise,missing
6957,5354,Krystal Hernandez,+61(07)86609310,11-12-19 Mon,,,type1,type 1.2.2,type3
6958,5355,Laura Burns,610734435242,06/08/15,Duplicated,nonunique,type1,type 1.1.2,type4
6959,5355,Laura Burns,610734435242,06/08/15,Duplicated,nonunique,type1,type 1.1.2,type4
6960,5355,Matthew Brady,610220649651,2010/08/,,nonunique,type1,type 1.1.1,imprecise
6961,5356,Nicholas Underwood,61-(04)-8760-6450,13-05-31,,,type1,type 2.2.1,type2
6962,5358,Christopher Flores,-(07)-763-4326,17-05-21,,nonunique,type1,imprecise,type2
6963,5358,Mary Taylor,-(02)-9934-5239,2013/02/,,nonunique,type1,imprecise,imprecise
6964,5360,Kathryn Moore,-02-6238-6028,2013-09-17,,,type1,imprecise,type1
6965,5361,Brianna Lee,61043484532,N/A,,,type1,imprecise,missing
6966,5362,Stephen Coleman,+61-(08)-4506-1404,18-01-30,Duplicated,,type1,type 2.2.2,type2
6967,5362,Stephen Coleman,+61-(08)-4506-1404,18-01-30,Duplicated,,type1,type 2.2.2,type2
6968,5363,Brian Ochoa,+61-03-9426-864,12-11-13,,,type1,imprecise,type2
6969,5364,"Murphy, Andrew",+61-03-2707-6298,16-10-06 Thu,Duplicated,,type2,type 2.1.2,type3
6970,5364,"Murphy, Andrew",+61-03-2707-6298,16-10-06 Thu,Duplicated,,type2,type 2.1.2,type3
6971,5365,Jacqueline Davis,-07-4093-5339,2011-03-05,,,type1,imprecise,type1
6972,5366,Raymond Flores,+61-07-574-1166,10/03/11,,,type1,imprecise,type4
6973,5367,Terri Ramirez,(08)29681194,2018/10/,,,type1,imprecise,imprecise
6974,5368,Amber Myers,+61(08)33307506,11-02-28 Mon,,,type1,type 1.2.2,type3
6975,5369,"Jones, Edward",-08-8726-1331,10-03-06,,,type2,imprecise,type2
6976,5370,Carla Esparza,61079555618,2013/06/,,,type1,imprecise,imprecise
6977,5371,John Martin,-(03)-3734-7077,10-06-29 Tue,,,type1,imprecise,type3
6978,5372,Heather Bruce,-(07)-9379-8299,14-12-11 Thu,,,type1,imprecise,type3
6979,5373,Lisa Grant,61-02-3616-2138,11-07-04 Mon,,,type1,type 2.1.1,type3
6980,5374,"Blevins, Brent",+61-08-788-9100,2010/11/,,nonunique,type2,imprecise,imprecise
6981,5374,Teresa Rose,-(08)-4189-1478,11-01-14 Fri,,nonunique,type1,imprecise,type3
6982,5376,"Barrera, Laura",610389435596,2017/01/,,,type2,type 1.1.1,imprecise
6983,5377,Michael Wood,314264229,2012/12/,,,type1,imprecise,imprecise
6984,5378,Nicole Galloway,610870543646,2012/09/,Duplicated,,type1,type 1.1.2,imprecise
6985,5378,Nicole Galloway,610870543646,2012/09/,Duplicated,,type1,type 1.1.2,imprecise
6986,5379,"Flynn, David",+61-02-5666-356,12-01-29,,,type2,imprecise,type2
6987,5380,Lauren Weaver,61(03)16743244,04/18/13,,,type1,type 1.2.1,type4
6988,5381,Margaret Johnson,61(07)13877871,10-02-15 Mon,Duplicated,,type1,type 1.2.1,type3
6989,5381,Margaret Johnson,61(07)13877871,10-02-15 Mon,Duplicated,,type1,type 1.2.1,type3
6990,5382,"Mclaughlin, Ashley",+61-(03)-6544-2090,18-06-07,,,type2,type 2.2.2,type2
6991,5383,"Ford, Dale",61(04)28999795,,Duplicated,nonunique,type2,type 1.2.1,missing
6992,5383,"Ford, Dale",61(04)28999795,,Duplicated,nonunique,type2,type 1.2.1,missing
6993,5383,"Durham, Andrea",61-(08)-8835-8380,2010/08/,,nonunique,type2,type 2.2.1,imprecise
6994,5384,Jeffrey Hernandez,+61-(07)-1591-6401,10-12-31,,,type1,type 2.2.2,type2
6995,5385,Donna Black,+61-08-1717-3357,2014/05/,,nonunique,type1,type 2.1.2,imprecise
6996,5385,"Rios, Jennifer",-(07)-2819-3491,07/07/13,,nonunique,type2,imprecise,type4
6997,5388,Warren Bridges,+61-03-5987-4671,14-08-29,,,type1,type 2.1.2,type2
6998,5389,Darlene Daniels,+61(08)37427261,02/23/18,,,type1,type 1.2.2,type4
6999,5390,Brian Robinson,(02)28655412,17-10-21,,nonunique,type1,imprecise,type2
7000,5390,Brandi Wall,610334752386,06/08/13,Duplicated,nonunique,type1,type 1.1.1,type4
7001,5390,Brandi Wall,610334752386,06/08/13,Duplicated,nonunique,type1,type 1.1.1,type4
7002,5392,Chad Williams,-(07)-6364-8222,2012/01/,Duplicated,,type1,imprecise,imprecise
7003,5392,Chad Williams,-(07)-6364-8222,2012/01/,Duplicated,,type1,imprecise,imprecise
7004,5393,Cassandra Peters,(07)98155439,2015/08/,,nonunique,type1,imprecise,imprecise
7005,5393,Tamara Peters,+61(08)64519804,18-03-01 Thu,,nonunique,type1,type 1.2.2,type3
7006,5395,Jordan Watkins,61-04-6503-4775,11-03-31 Thu,,,type1,type 2.1.1,type3
7007,5396,Stephen Guerrero,610787319607,03/28/18,,,type1,type 1.1.1,type4
7008,5397,Savannah Gibson,+61-(07)-6710-3214,14-07-30,,,type1,type 2.2.2,type2
7009,5398,Richard Watson,+61-(08)-1782-8124,16-04-13 Wed,Duplicated,,type1,type 2.2.2,type3
7010,5398,Richard Watson,+61-(08)-1782-8124,16-04-13 Wed,Duplicated,,type1,type 2.2.2,type3
7011,5399,Jennifer Rivas,610851569834,16-03-07 Mon,Duplicated,,type1,type 1.1.2,type3
7012,5399,Jennifer Rivas,610851569834,16-03-07 Mon,Duplicated,,type1,type 1.1.2,type3
7013,5399,Jennifer Rivas,610851569834,16-03-07 Mon,Duplicated,,type1,type 1.1.2,type3
7014,5400,Alyssa Adams,+61-02-2271-2656,2016/11/,Duplicated,,type1,type 2.1.2,imprecise
7015,5400,Alyssa Adams,+61-02-2271-2656,2016/11/,Duplicated,,type1,type 2.1.2,imprecise
7016,5401,Jennifer Hoffman,610226311839,16-07-18 Mon,,nonunique,type1,type 1.1.2,type3
7017,5401,"Deleon, Carolyn",61045735215,09/15/11,,nonunique,type2,imprecise,type4
7018,5403,Donald Dickerson,61(03)15961606,12-10-24 Wed,,,type1,type 1.2.1,type3
7019,5404,John Anderson,371491187,N/A,,,type1,imprecise,missing
7020,5405,"Howard, Danielle",+61-07-7278-4946,11-07-15,,,type2,type 2.1.2,type2
7021,5406,Haley Watts,450188268,16-12-07,,,type1,imprecise,type2
7022,5407,Christopher Wilcox,-(02)-5716-3578,,,,type1,imprecise,missing
7023,5408,Mark Summers,610448013599,13-06-02 Sun,,,type1,type 1.1.1,type3
7024,5409,Wayne Mcdonald,610450065774,10-08-02 Mon,,,type1,type 1.1.1,type3
7025,5410,Mark Nash,61074833214,2012-10-21,,,type1,imprecise,type1
7026,5411,Diana Figueroa,6102151254,15-07-19 Sun,Duplicated,,type1,imprecise,type3
7027,5411,Diana Figueroa,6102151254,15-07-19 Sun,Duplicated,,type1,imprecise,type3
7028,5412,Ronald King,-(04)-291-4543,15-12-02,,,type1,imprecise,type2
7029,5413,Bryan Smith,61-(02)-4992-7614,2015/05/,,nonunique,type1,type 2.2.1,imprecise
7030,5413,"Christian, Jim",610877131028,13-02-16,,nonunique,type2,type 1.1.2,type2
7031,5415,Caleb Hahn,265104866,2017-10-31,Duplicated,,type1,imprecise,type1
7032,5415,Caleb Hahn,265104866,2017-10-31,Duplicated,,type1,imprecise,type1
7033,5415,Caleb Hahn,265104866,2017-10-31,Duplicated,,type1,imprecise,type1
7034,5416,Denise Ali,+61-(07)-537-1655,11-03-08 Tue,Duplicated,nonunique,type1,imprecise,type3
7035,5416,Denise Ali,+61-(07)-537-1655,11-03-08 Tue,Duplicated,nonunique,type1,imprecise,type3
7036,5416,"Bridges, Brent",863357755,01/15/14,,nonunique,type2,imprecise,type4
7037,5418,Jane Crawford,61037570247,2018/06/,,nonunique,type1,imprecise,imprecise
7038,5418,Jennifer Green,+61-03-9585-8195,2018/06/,,nonunique,type1,type 2.1.2,imprecise
7039,5420,Elizabeth Coleman,+61-07-5335-6356,2016-07-25,,nonunique,type1,type 2.1.2,type1
7040,5420,Suzanne Flores,61-02-1071-4851,2012-03-16,,nonunique,type1,type 2.1.1,type1
7041,5421,"Hart, Jason",377991006,16-06-18 Sat,Duplicated,,type2,imprecise,type3
7042,5421,"Hart, Jason",377991006,16-06-18 Sat,Duplicated,,type2,imprecise,type3
7043,5422,Elizabeth Hart,61-08-5662-9629,05/04/10,,,type1,type 2.1.1,type4
